,dates,long_ma_type,short_ma_type,long_window,long_to_short_ratio,rsi_bounds,z_score_centre,total_return_percent,volatility,max_drawdown,return_per_unit_risk
487,"['2022-07-01', '2022-07-29']",ema,sma,96,2,"[20, 80]",0.75,-1.0092359940235163,3.739613878033516,-4.946807565693008,-0.26987705868559486
488,"['2022-07-01', '2022-07-29']",ema,sma,96,2,"[30, 70]",1.0,-0.7779771578746764,3.747672267037294,-4.665461115068052,-0.2075894321703063
489,"['2022-07-01', '2022-07-29']",ema,sma,96,2,"[30, 70]",0.75,-1.2376963859758838,3.728699929407623,-5.095986218691481,-0.3319377824464722
490,"['2022-07-01', '2022-07-29']",ema,sma,96,2,"[40, 60]",1.0,-1.4783611284185039,3.81559988358729,-5.392217729833011,-0.3874518223930235
491,"['2022-07-01', '2022-07-29']",ema,sma,96,2,"[40, 60]",0.75,-2.3107240836090726,3.811672193907525,-5.660974199978917,-0.6062231918323071
492,"['2022-07-01', '2022-07-29']",ema,sma,96,3,"[20, 80]",1.0,-0.19038331972239808,3.8662317791332295,-4.448750623488807,-0.04924260380609673
493,"['2022-07-01', '2022-07-29']",ema,sma,96,3,"[20, 80]",0.75,-0.7109971440980578,3.891377891467091,-5.0648357240773185,-0.1827108967384312
494,"['2022-07-01', '2022-07-29']",ema,sma,96,3,"[30, 70]",1.0,-0.20609668204844,3.8581499520457467,-4.6135159714201475,-0.053418525617222115
495,"['2022-07-01', '2022-07-29']",ema,sma,96,3,"[30, 70]",0.75,-0.7040639122536607,3.88956253624816,-5.092509097539603,-0.18101365017074517
496,"['2022-07-01', '2022-07-29']",ema,sma,96,3,"[40, 60]",1.0,-2.5280830214527206,3.812905832520853,-5.945961687026307,-0.6630331648608566
497,"['2022-07-01', '2022-07-29']",ema,sma,96,3,"[40, 60]",0.75,-3.138620918908175,3.7521343170770542,-6.148700125114983,-0.8364894893616677
498,"['2022-07-01', '2022-07-29']",ema,sma,96,4,"[20, 80]",1.0,-0.11942388492854894,3.8417778235030293,-4.472131827127688,-0.031085578191935952
499,"['2022-07-01', '2022-07-29']",ema,sma,96,4,"[20, 80]",0.75,-0.7499177105973809,3.8098566189755045,-5.015822723146318,-0.19683620293275988
500,"['2022-07-01', '2022-07-29']",ema,sma,96,4,"[30, 70]",1.0,-0.21519353566299415,3.7844566769776407,-4.584648495162933,-0.05686246508570233
501,"['2022-07-01', '2022-07-29']",ema,sma,96,4,"[30, 70]",0.75,-0.9145025733309997,3.809208615394106,-5.076442439603396,-0.24007678908296914
502,"['2022-07-01', '2022-07-29']",ema,sma,96,4,"[40, 60]",1.0,0.27724214617685927,3.72318292885839,-4.805802680157367,0.07446374553019017
503,"['2022-07-01', '2022-07-29']",ema,sma,96,4,"[40, 60]",0.75,-0.11391183994126086,3.8669338422866413,-4.906558023155039,-0.029457923147167463
504,"['2022-07-01', '2022-07-29']",ema,ema,60,2,"[20, 80]",1.0,-0.5059308306169852,3.8877344713041064,-4.464613519088413,-0.130135129945558
505,"['2022-07-01', '2022-07-29']",ema,ema,60,2,"[20, 80]",0.75,-0.7169922831702036,3.8727584392900876,-4.558240276668887,-0.18513736253109422
506,"['2022-07-01', '2022-07-29']",ema,ema,60,2,"[30, 70]",1.0,-0.5663838153250222,3.8652131543334667,-4.5934407606659455,-0.14653365615555342
507,"['2022-07-01', '2022-07-29']",ema,ema,60,2,"[30, 70]",0.75,-0.8057301115517057,3.847155201727586,-4.5646305793011335,-0.20943530200962213
508,"['2022-07-01', '2022-07-29']",ema,ema,60,2,"[40, 60]",1.0,-1.5829101761896114,3.714282858252825,-4.390223402670744,-0.4261684520532726
509,"['2022-07-01', '2022-07-29']",ema,ema,60,2,"[40, 60]",0.75,-1.5978684784055175,3.7503694432496237,-4.481341120949875,-0.4260562866097253
510,"['2022-07-01', '2022-07-29']",ema,ema,60,3,"[20, 80]",1.0,-0.582503270927559,3.8975020964712206,-4.496335385820591,-0.14945553754928181
511,"['2022-07-01', '2022-07-29']",ema,ema,60,3,"[20, 80]",0.75,-0.9136815798336917,3.863690273452669,-4.740956850993777,-0.23647899162921462
512,"['2022-07-01', '2022-07-29']",ema,ema,60,3,"[30, 70]",1.0,-0.7628936997222557,3.866963494813719,-4.554026345325812,-0.197284949998993
513,"['2022-07-01', '2022-07-29']",ema,ema,60,3,"[30, 70]",0.75,-0.7684564739295241,3.8399273216046983,-4.515095565114337,-0.20012266107380064
514,"['2022-07-01', '2022-07-29']",ema,ema,60,3,"[40, 60]",1.0,0.17628053806031385,3.868942687186366,-4.346167132466326,0.04556297477451427
515,"['2022-07-01', '2022-07-29']",ema,ema,60,3,"[40, 60]",0.75,0.3052744836283594,3.9252457479594076,-4.394157332754323,0.07777206912129273
516,"['2022-07-01', '2022-07-29']",ema,ema,60,4,"[20, 80]",1.0,-0.6307578076576781,3.8946256678766673,-4.502434909314059,-0.16195595198281648
517,"['2022-07-01', '2022-07-29']",ema,ema,60,4,"[20, 80]",0.75,-0.8420478213917781,3.8646924326354255,-4.657480999444796,-0.21788223411547547
518,"['2022-07-01', '2022-07-29']",ema,ema,60,4,"[30, 70]",1.0,-1.0237928354413617,3.8441888268269455,-4.929985738025249,-0.26632220256631267
519,"['2022-07-01', '2022-07-29']",ema,ema,60,4,"[30, 70]",0.75,-0.9504663376069811,3.8270991502021596,-4.860567328639525,-0.24835163665847915
520,"['2022-07-01', '2022-07-29']",ema,ema,60,4,"[40, 60]",1.0,-0.21887399520378326,3.8832840777859143,-4.6411099204016875,-0.05636311709870477
521,"['2022-07-01', '2022-07-29']",ema,ema,60,4,"[40, 60]",0.75,-0.11429018016159143,3.8595329006228365,-4.26701595981217,-0.029612438371272264
522,"['2022-07-01', '2022-07-29']",ema,ema,72,2,"[20, 80]",1.0,-0.5140245266465504,3.885465655393852,-4.447465144372139,-0.13229418871145474
523,"['2022-07-01', '2022-07-29']",ema,ema,72,2,"[20, 80]",0.75,-0.32631656319915825,3.8557721134590377,-4.6338707177950385,-0.08463066633531346
524,"['2022-07-01', '2022-07-29']",ema,ema,72,2,"[30, 70]",1.0,-0.730279075299034,3.8713991686926232,-4.678886155723949,-0.18863440412052634
525,"['2022-07-01', '2022-07-29']",ema,ema,72,2,"[30, 70]",0.75,-0.5196873447279815,3.831406488994893,-4.787176486304913,-0.13563879119083316
526,"['2022-07-01', '2022-07-29']",ema,ema,72,2,"[40, 60]",1.0,-1.6384419139938378,3.8794824172500295,-5.089279511475557,-0.42233518231930717
527,"['2022-07-01', '2022-07-29']",ema,ema,72,2,"[40, 60]",0.75,-1.5891709010588784,3.8763156583181737,-5.526899862604123,-0.409969424870929
528,"['2022-07-01', '2022-07-29']",ema,ema,72,3,"[20, 80]",1.0,-0.5132545496103647,3.8784765962839725,-4.357357334032686,-0.13233405871318693
529,"['2022-07-01', '2022-07-29']",ema,ema,72,3,"[20, 80]",0.75,-0.6500604699762436,3.833354784134451,-4.69802722589874,-0.16958004322133816
530,"['2022-07-01', '2022-07-29']",ema,ema,72,3,"[30, 70]",1.0,-0.6446852753755117,3.8086239664798045,-4.421500564098495,-0.16926986781826475
531,"['2022-07-01', '2022-07-29']",ema,ema,72,3,"[30, 70]",0.75,-0.35715200666823765,3.812127956856552,-4.457057263362197,-0.09368835745029454
532,"['2022-07-01', '2022-07-29']",ema,ema,72,3,"[40, 60]",1.0,-0.6266540136029564,3.703112233142286,-4.579024631466775,-0.1692236081840834
533,"['2022-07-01', '2022-07-29']",ema,ema,72,3,"[40, 60]",0.75,0.2495250177735997,3.866087610538021,-4.285720918562198,0.06454199772748419
534,"['2022-07-01', '2022-07-29']",ema,ema,72,4,"[20, 80]",1.0,-0.7492029236332298,3.8893243930212873,-4.436236737027064,-0.19263060828187628
535,"['2022-07-01', '2022-07-29']",ema,ema,72,4,"[20, 80]",0.75,-1.044250752430842,3.852871735112795,-4.884716537714423,-0.2710317976365935
536,"['2022-07-01', '2022-07-29']",ema,ema,72,4,"[30, 70]",1.0,-1.5384084668233489,3.821512898045593,-4.800618536430574,-0.40256529491503884
537,"['2022-07-01', '2022-07-29']",ema,ema,72,4,"[30, 70]",0.75,-0.9524604323440045,3.841018803682491,-4.853739983554443,-0.24797078093730088
538,"['2022-07-01', '2022-07-29']",ema,ema,72,4,"[40, 60]",1.0,-0.9006962365801896,3.901637817890957,-4.982193742657037,-0.2308508064100793
539,"['2022-07-01', '2022-07-29']",ema,ema,72,4,"[40, 60]",0.75,-0.1844348487888392,3.9568355279428724,-4.87002871263844,-0.046611704602421374
540,"['2022-07-01', '2022-07-29']",ema,ema,84,2,"[20, 80]",1.0,-0.5293061833865242,3.8476301775269333,-4.498764324713416,-0.13756680319176
541,"['2022-07-01', '2022-07-29']",ema,ema,84,2,"[20, 80]",0.75,-0.8002777035338471,3.7559298486684622,-4.956543182372841,-0.21307046078551187
542,"['2022-07-01', '2022-07-29']",ema,ema,84,2,"[30, 70]",1.0,-0.5476314734477961,3.8375422401446757,-4.750400741226835,-0.14270369918511966
543,"['2022-07-01', '2022-07-29']",ema,ema,84,2,"[30, 70]",0.75,-0.8505142746458083,3.781159575537718,-5.124121500194991,-0.22493477401700424
544,"['2022-07-01', '2022-07-29']",ema,ema,84,2,"[40, 60]",1.0,-0.539303732801677,3.864204205167613,-5.1662367228721635,-0.13956398372541087
545,"['2022-07-01', '2022-07-29']",ema,ema,84,2,"[40, 60]",0.75,-0.6290599858286949,3.8432847915237023,-5.392667933277083,-0.16367769237816457
546,"['2022-07-01', '2022-07-29']",ema,ema,84,3,"[20, 80]",1.0,-0.33507520717348527,3.8900178548743023,-4.396408737193593,-0.08613719002693691
547,"['2022-07-01', '2022-07-29']",ema,ema,84,3,"[20, 80]",0.75,-0.5236778929794683,3.7983141389739843,-4.798815716837772,-0.1378711380415013
548,"['2022-07-01', '2022-07-29']",ema,ema,84,3,"[30, 70]",1.0,-0.4549064066682651,3.8396650025282737,-4.553554280586131,-0.1184755457491022
549,"['2022-07-01', '2022-07-29']",ema,ema,84,3,"[30, 70]",0.75,-0.8632062932513174,3.768910213216116,-4.906482316636943,-0.22903339278934942
550,"['2022-07-01', '2022-07-29']",ema,ema,84,3,"[40, 60]",1.0,-1.0133607573900805,3.765546825585744,-4.575554179085914,-0.26911383773124337
551,"['2022-07-01', '2022-07-29']",ema,ema,84,3,"[40, 60]",0.75,-0.8440901164650016,3.7920423946093442,-4.63454573516266,-0.22259511593671402
552,"['2022-07-01', '2022-07-29']",ema,ema,84,4,"[20, 80]",1.0,-0.4621059461557553,3.8771496569354427,-4.346658209238685,-0.11918702836996257
553,"['2022-07-01', '2022-07-29']",ema,ema,84,4,"[20, 80]",0.75,-0.8960761819150731,3.777527412616593,-4.871468886053963,-0.23721235719488398
554,"['2022-07-01', '2022-07-29']",ema,ema,84,4,"[30, 70]",1.0,-0.5836964639083453,3.8010339996869154,-4.459111756382895,-0.15356254744272832
555,"['2022-07-01', '2022-07-29']",ema,ema,84,4,"[30, 70]",0.75,-0.6537871841367671,3.7704409103002314,-4.671054862043981,-0.1733980719206411
556,"['2022-07-01', '2022-07-29']",ema,ema,84,4,"[40, 60]",1.0,0.2716498909420162,3.8552595605917626,-4.330181690525202,0.07046215350032602
557,"['2022-07-01', '2022-07-29']",ema,ema,84,4,"[40, 60]",0.75,0.6424738487935677,3.929417488250243,-4.204950321581675,0.1635035856369793
558,"['2022-07-01', '2022-07-29']",ema,ema,96,2,"[20, 80]",1.0,-0.5400952140840687,3.799464063458027,-4.614560509809775,-0.14215036780542908
559,"['2022-07-01', '2022-07-29']",ema,ema,96,2,"[20, 80]",0.75,-1.2617500881037969,3.777764496258756,-5.438580138794123,-0.333993844601311
560,"['2022-07-01', '2022-07-29']",ema,ema,96,2,"[30, 70]",1.0,-0.5699157930748044,3.7882527725115134,-4.740847630482774,-0.15044291585034994
561,"['2022-07-01', '2022-07-29']",ema,ema,96,2,"[30, 70]",0.75,-1.4286008251376048,3.7715819109780058,-5.61382182024569,-0.3787802728026011
562,"['2022-07-01', '2022-07-29']",ema,ema,96,2,"[40, 60]",1.0,-1.6485146463455225,3.8176832130126357,-5.72678707104197,-0.4318102247788746
563,"['2022-07-01', '2022-07-29']",ema,ema,96,2,"[40, 60]",0.75,-2.5658616191707284,3.8136599723848135,-6.176182109992943,-0.6728081784297635
564,"['2022-07-01', '2022-07-29']",ema,ema,96,3,"[20, 80]",1.0,-0.2854342826787204,3.8311933204484894,-4.4537500188057795,-0.07450270941830384
565,"['2022-07-01', '2022-07-29']",ema,ema,96,3,"[20, 80]",0.75,-1.0313165799707202,3.766840455276587,-5.11624726366012,-0.27378822974199846
566,"['2022-07-01', '2022-07-29']",ema,ema,96,3,"[30, 70]",1.0,-0.36174161633939494,3.8041770971324835,-4.620681678390796,-0.0950906351368523
567,"['2022-07-01', '2022-07-29']",ema,ema,96,3,"[30, 70]",0.75,-1.1298375748925227,3.7598628904721263,-5.213955541980093,-0.3004996745375066
568,"['2022-07-01', '2022-07-29']",ema,ema,96,3,"[40, 60]",1.0,-2.3190436914006463,3.7459859449871473,-5.8068712593709275,-0.619074317271258
569,"['2022-07-01', '2022-07-29']",ema,ema,96,3,"[40, 60]",0.75,-3.170320481122124,3.6978583892291015,-6.262264977795288,-0.8573396132086729
570,"['2022-07-01', '2022-07-29']",ema,ema,96,4,"[20, 80]",1.0,-0.1372043473321205,3.8489499835619,-4.390825128225084,-0.03564721493344756
571,"['2022-07-01', '2022-07-29']",ema,ema,96,4,"[20, 80]",0.75,-0.8130332819518027,3.791554958676918,-5.005343213822387,-0.21443267757234744
572,"['2022-07-01', '2022-07-29']",ema,ema,96,4,"[30, 70]",1.0,-0.2146342406845414,3.786555706812343,-4.504172403184436,-0.056683238621947574
573,"['2022-07-01', '2022-07-29']",ema,ema,96,4,"[30, 70]",0.75,-0.9255393098079101,3.7820192342361842,-5.0070475411652,-0.24472094203794598
574,"['2022-07-01', '2022-07-29']",ema,ema,96,4,"[40, 60]",1.0,0.09115133463917235,3.7126123412805785,-4.809001443735215,0.02455180510651749
575,"['2022-07-01', '2022-07-29']",ema,ema,96,4,"[40, 60]",0.75,-0.33495384406279083,3.8406391639864443,-4.948256226342675,-0.08721304703749386
